Locality,Region_Code
1348,3000.0
1470,3000.0
2930,2000.0
2920,2000.0
2180,2000.0
2660,2000.0
612,
5060,3000.0
5560,3000.0
5374,3000.0
3500,2000.0
3511,2000.0
3570,2000.0
3920,2000.0
8450,2000.0
8501,2000.0
8510,2000.0
8551,2000.0
8793,2000.0
8860,2000.0
8950,2000.0
8953,2000.0
6750,3000.0
6762,3000.0
1652,2000.0
1701,2000.0
1620,2000.0
5680,3000.0
5330,3000.0
5562,3000.0
3870,2000.0
8211,2000.0
8890,2000.0
6984,3000.0
4360,3000.0
7880,3000.0
3190,2000.0
9800,2000.0
4780,3000.0
4630,3000.0
4760,3000.0
4171,3000.0
7538,3000.0
6530,3000.0
6280,3000.0
6592,3000.0
1009,1000.0
1048,1000.0
1080,1000.0
2600,2000.0
2340,2000.0
2861,2000.0
2440,2000.0
2070,2000.0
2880,2000.0
2221,2000.0
3078,2000.0
3384,2000.0
3191,2000.0
4633,3000.0
6180,3000.0
7060,3000.0
6030,3000.0
6099,3000.0
6463,3000.0
7742,3000.0
6183,3000.0
7390,3000.0
6220,3000.0
7133,3000.0
1212,1000.0
1210,1000.0
1083,1000.0
1190,1000.0
1357,3000.0
1367,3000.0
1428,3000.0
2540,2000.0
2970,2000.0
2290,2000.0
5353,3000.0
3540,2000.0
3668,2000.0
3890,2000.0
8902,2000.0
8958,2000.0
8980,2000.0
6851,3000.0
6929,3000.0
6986,3000.0
3471,2000.0
3110,2000.0
9255,2000.0
9660,2000.0
9551,2000.0
4000,3000.0
4347,3000.0
4791,3000.0
4219,3000.0
4052,3000.0
1741,2000.0
1982,2000.0
9620,2000.0
9451,2000.0
9000,2000.0
4550,3000.0
4653,3000.0
4845,3000.0
7340,3000.0
7900,3000.0
7812,3000.0
7050,3000.0
7951,3000.0
1012,1000.0
1007,1000.0
1140,1000.0
1360,3000.0
1430,3000.0
1476,3000.0
1495,3000.0
2430,2000.0
2328,2000.0
2820,2000.0
2260,2000.0
2811,2000.0
2110,2000.0
5504,3000.0
5574,3000.0
3630,2000.0
3730,2000.0
8020,2000.0
8200,2000.0
8380,2000.0
8420,2000.0
8581,2000.0
6741,3000.0
6800,3000.0
6880,3000.0
6922,3000.0
6951,3000.0
6982,3000.0
1733,2000.0
1853,2000.0
1930,2000.0
3051,2000.0
1740,2000.0
3461,2000.0
5360,3000.0
5646,3000.0
5503,3000.0
5563,3000.0
5002,3000.0
3832,2000.0
8600,2000.0
8920,2000.0
6720,3000.0
6823,3000.0
6927,3000.0
1500,2000.0
3454,2000.0
1850,2000.0
1970,2000.0
9075,2000.0
9870,2000.0
9040,2000.0
9961,2000.0
9060,2000.0
9990,2000.0
4180,3000.0
4682,3000.0
4317,3000.0
4340,3000.0
4460,3000.0
4720,3000.0
7031,3000.0
7322,3000.0
6043,3000.0
7621,3000.0
6222,3000.0
7866,3000.0
7950,3000.0
1047,1000.0
1099,1000.0
1040,1000.0
2380,2000.0
2020,2000.0
2018,2000.0
4701,3000.0
6533,3000.0
7120,3000.0
7534,3000.0
7543,3000.0
7943,3000.0
6540,3000.0
7536,3000.0
7901,3000.0
7903,3000.0
7141,3000.0
1011,1000.0
1030,1000.0
1450,3000.0
1461,3000.0
2840,2000.0
5012,3000.0
5502,3000.0
5572,3000.0
5580,3000.0
3560,2000.0
3690,2000.0
6723,3000.0
6820,3000.0
6940,3000.0
1880,2000.0
1790,2000.0
3293,2000.0
1785,2000.0
9406,2000.0
9971,2000.0
9403,2000.0
9940,2000.0
9982,2000.0
9572,2000.0
9280,2000.0
4610,3000.0
4851,3000.0
4680,3000.0
4790,3000.0
4800,3000.0
4870,3000.0
4800,3000.0
4032,3000.0
5350,3000.0
5330,3000.0
5020,3000.0
3520,2000.0
3721,2000.0
8470,2000.0
8580,2000.0
6780,3000.0
9052,2000.0
9910,2000.0
4162,3000.0
4683,3000.0
4254,3000.0
4650,3000.0
4820,3000.0
4654,3000.0
4430,3000.0
6440,3000.0
7911,3000.0
7024,3000.0
7012,3000.0
6791,3000.0
6960,3000.0
1761,2000.0
7810,3000.0
1044,1000.0
1380,3000.0
2099,2000.0
2220,2000.0
2250,2000.0
2050,2000.0
2288,2000.0
8511,2000.0
8780,2000.0
6760,3000.0
3391,2000.0
1980,2000.0
3071,2000.0
5520,3000.0
5070,3000.0
5336,3000.0
3670,2000.0
3732,2000.0
3940,2000.0
3960,2000.0
8340,2000.0
8420,2000.0
8573,2000.0
6706,3000.0
3211,2000.0
1910,2000.0
9120,2000.0
9520,2000.0
9667,2000.0
4452,3000.0
4101,3000.0
4210,3000.0
4802,3000.0
4900,3000.0
6470,3000.0
7801,3000.0
7080,3000.0
7811,3000.0
6031,3000.0
7640,3000.0
7782,3000.0
7743,3000.0
6591,3000.0
7180,3000.0
6182,3000.0
7011,3000.0
7502,3000.0
6590,3000.0
7062,3000.0
6223,3000.0
1110,1000.0
1005,1000.0
1310,3000.0
2980,2000.0
2960,2000.0
2222,2000.0
2580,2000.0
8377,2000.0
8432,2000.0
8520,2000.0
6838,3000.0
6924,3000.0
1630,2000.0
3040,2000.0
9,2000.0
3000,2000.0
1602,2000.0
3350,2000.0
1932,2000.0
3070,2000.0
5630,3000.0
5561,3000.0
5140,3000.0
5660,3000.0
5031,3000.0
5570,3000.0
3723,2000.0
3840,2000.0
3910,2000.0
8840,2000.0
6700,3000.0
6824,3000.0
9550,2000.0
9100,2000.0
9988,2000.0
9250,2000.0
9150,2000.0
9810,2000.0
9400,2000.0
4590,3000.0
4606,3000.0
4880,3000.0
4831,3000.0
4710,3000.0
4453,3000.0
6060,3000.0
7040,3000.0
6536,3000.0
7804,3000.0
6542,3000.0
6461,3000.0
7531,3000.0
7532,3000.0
1000,1000.0
1390,3000.0
2235,2000.0
5310,3000.0
5670,3000.0
3792,2000.0
8620,2000.0
8951,2000.0
6670,3000.0
6721,3000.0
6767,3000.0
1934,2000.0
3018,2000.0
3201,2000.0
3360,2000.0
3080,2000.0
3380,2000.0
1651,2000.0
9921,2000.0
9931,2000.0
4170,3000.0
4400,3000.0
4122,3000.0
4121,3000.0
4099,3000.0
4631,3000.0
4890,3000.0
4470,3000.0
7542,3000.0
7331,3000.0
7600,3000.0
6111,3000.0
6040,3000.0
7520,3000.0
1341,3000.0
1350,3000.0
2242,2000.0
2850,2000.0
2491,2000.0
2480,2000.0
3470,2000.0
9404,2000.0
9840,2000.0
9506,2000.0
9160,2000.0
9900,2000.0
4420,3000.0
6150,3000.0
7610,3000.0
7522,3000.0
7370,3000.0
7602,3000.0
6010,3000.0
7321,3000.0
7906,3000.0
7608,3000.0
1315,3000.0
1473,3000.0
2280,2000.0
2040,2000.0
4287,3000.0
4620,3000.0
4217,3000.0
5372,3000.0
5354,3000.0
5021,3000.0
3790,2000.0
3900,2000.0
8433,2000.0
8583,2000.0
8810,2000.0
8870,2000.0
6673,3000.0
6681,3000.0
6690,3000.0
6792,3000.0
6833,3000.0
1770,2000.0
3473,2000.0
3020,2000.0
1981,2000.0
5003,3000.0
5340,3000.0
6661,3000.0
1701,2000.0
9310,2000.0
9042,2000.0
9520,2000.0
9552,2000.0
4728,3000.0
4520,3000.0
4987,3000.0
4557,3000.0
7130,3000.0
7503,3000.0
7622,3000.0
7603,3000.0
7041,3000.0
1170,1000.0
1332,3000.0
1435,3000.0
1471,3000.0
1480,3000.0
2300,2000.0
2322,
2370,2000.0
2243,2000.0
2160,2000.0
5300,3000.0
5544,3000.0
5004,3000.0
3806,2000.0
8530,2000.0
8900,2000.0
8930,2000.0
6680,3000.0
6704,3000.0
6740,3000.0
3400,2000.0
1800,2000.0
1840,2000.0
